product name,Price,ratings,Features,Page number,Original_price,Discount,Review
DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RING1O Thin and ...,"₹38,990",4.2,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office H&S 2024, My Dell (Dell Power Manager, Dell Support Assist)1 Year Onsite Hardware Service",7,"₹54,479",28% off,399 Ratings & 30 Reviews
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ324WS Thin...,"₹34,990",3.7,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,7,"₹57,990",39% off,39 Ratings & 2 Reviews
HP 255 G10 AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapto...,"₹27,500",4,AMD Athlon Dual Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,7,"₹30,336",9% off,295 Ratings & 20 Reviews
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 7 255 H - (32 GB/1 TB SSD/Windows 11 H...,"₹82,990",4.7,Intel Core Ultra 7 Processor32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Warranty,7,"₹1,32,890",37% off,51 Ratings & 6 Reviews
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Qualcomm Snapdragon ...","₹53,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",7,"₹92,990",41% off,703 Ratings & 51 Reviews
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,"₹34,900",4.1,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,7,"₹53,413",34% off,663 Ratings & 36 Reviews
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...","₹66,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",7,"₹98,990",32% off,703 Ratings & 51 Reviews
"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, AMD Ryzen 5 Quad Core 752...","₹40,990",4.2,"AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty",7,"₹52,990",22% off,935 Ratings & 49 Reviews
MOTOROLA Motobook 60 Pro Full Metal OLED AI PC Intel Core Ultra 7 255 H - (32 GB/1 TB SSD/Windows 11 H...,"₹82,990",4.7,Intel Core Ultra 7 Processor32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD35.56 cm (14 inch) DisplayOffice Home & Student 20241 Year Warranty,7,"₹1,32,890",37% off,51 Ratings & 6 Reviews
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU / 15-fd0568TU T...,"₹35,990",4.1,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,7,"₹52,115",30% off,"2,057 Ratings & 125 Reviews"
HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,"₹39,990",4.1,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,7,"₹50,903",21% off,"2,057 Ratings & 125 Reviews"
ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Window...,"₹65,990",4.3,"Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty",7,"₹99,990",34% off,709 Ratings & 54 Reviews
ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB S...,"₹54,990",4.5,"Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year1 Year Onsite Warranty",7,"₹72,990",24% off,108 Ratings & 6 Reviews
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0690AU Thin and Light Laptop,"₹41,500",4.1,AMD Ryzen 5 Quad Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,7,"₹55,691",25% off,328 Ratings & 24 Reviews
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹26,990",4.1,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,7,"₹44,990",40% off,101 Ratings & 9 Reviews
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Th...,"₹44,490",4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty,7,"₹70,990",37% off,493 Ratings & 28 Reviews
HP 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,"₹52,490",4.2,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty,7,"₹65,387",19% off,925 Ratings & 45 Reviews
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,"₹36,990",4.2,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 + Microsoft 365 Basic1 Year Onsite Warranty,8,"₹50,990",27% off,935 Ratings & 49 Reviews
Lenovo IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH...,"₹48,749",4.2,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,8,"₹78,590",37% off,"1,112 Ratings & 77 Reviews"
"DELL 14 Plus Next Gen AI PC Backlit Keyboard, Fingerprint reader Intel Core Ultra 5 226V - (16 GB/512 ...","₹72,990",4.3,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Onsite Hardware Service,8,"₹98,040",25% off,197 Ratings & 21 Reviews
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an...,"₹34,990",4.1,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,8,"₹59,990",41% off,"2,963 Ratings & 309 Reviews"
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ...,"₹52,990",4.1,Intel Core Ultra 5 Processor16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty,8,"₹99,999",47% off,"1,165 Ratings & 113 Reviews"
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹63,990",4.4,AMD Ryzen 5 Quad Core Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty,8,"₹90,490",29% off,891 Ratings & 66 Reviews
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Ho...","₹51,348",4.2,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Hardware Service,8,"₹73,410",30% off,969 Ratings & 55 Reviews
Lenovo Legion Go AMD Ryzen Z1 Extreme - (16 GB/512 GB SSD/Windows 11 Home) 8APU1 Handheld Gaming PC,"₹69,990",4.5,AMD Ryzen Z1 Extreme Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD22.35 cm (8.8 inch) Touchscreen Display1 Year Carry in + 1 Year Accidental Damage Protection,8,"₹1,25,890",44% off,106 Ratings & 13 Reviews
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,"₹64,990",4.4,Qualcomm Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,8,"₹92,390",29% off,"1,534 Ratings & 126 Reviews"
"DELL 14 Plus Backlit Keyboard, Fingerprint reader Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows ...","₹92,490",,Intel Core Ultra 7 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,8,"₹1,16,859",20% off,
DELL 15 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 RPL Laptop,"₹52,990",4.2,"Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMy Dell (Dell Power Manager, Dell Support Assist), Office H&S 20241 Year Onsite Hardware Service",8,"₹64,874",18% off,548 Ratings & 29 Reviews
CHUWI Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) CoreBook X_Pro Laptop,"₹41,990",4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,8,"₹59,990",30% off,56 Ratings & 4 Reviews
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹38,990",4.3,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",8,"₹56,919",31% off,"2,013 Ratings & 135 Reviews"
"DELL 16 Plus Next Gen AI PC Backlit Keyboard, Fingerprint reader Intel Core Ultra 5 226V - (16 GB/512 ...","₹72,490",4.3,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,8,"₹94,762",23% off,197 Ratings & 21 Reviews
"Acer Aspire 14 with Backlit Keyboard, Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Hom...","₹46,990",4.3,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Warranty,8,"₹74,999",37% off,"5,978 Ratings & 512 Reviews"
HP AMD Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0476AU Thin and Light Laptop,"₹51,990",4.1,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,8,"₹55,691",6% off,292 Ratings & 19 Reviews
Infinix B15 Series AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) BL51A5 Thin and Lig...,"₹30,990",4.1,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayInfinix PC Connection1 Year Domestic Onsite Warranty On Laptop And 6 Months On Adapter,8,"₹49,990",38% off,73 Ratings & 11 Reviews
MSI Modern 14 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-1424IN ...,"₹36,990",4.3,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student�20211 Year On-Site Warranty,8,"₹58,990",37% off,182 Ratings & 15 Reviews
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Qualcomm Snapdragon ...","₹53,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",8,"₹92,990",41% off,703 Ratings & 51 Reviews
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,"₹34,900",4.1,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,8,"₹53,413",34% off,663 Ratings & 36 Reviews
Acer Aspire Lite Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and ...,"₹57,990",4.3,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Warranty,8,"₹73,999",21% off,37 Ratings & 6 Reviews
HP Victus Intel Core i5 14th Gen 14450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,"₹82,990",4.1,"Intel Core i5 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD40.89 cm (16.1 inch) DisplayMicrosoft Office Home 2024, 1 Yearr M365 Basic, Misc PC Game Pass DA 3M1 Year Onsite Warranty",8,"₹96,958",14% off,317 Ratings & 34 Reviews
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...","₹66,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",8,"₹98,990",32% off,703 Ratings & 51 Reviews
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU / 15-fd0568TU T...,"₹35,990",4.1,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,8,"₹52,115",30% off,"2,057 Ratings & 125 Reviews"
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/1 TB SSD/Windows 11 Home) UN.35GSI.007 Thin...,"₹55,990",4.1,Intel Core Ultra 5 Processor16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Warranty,9,"₹1,04,999",46% off,478 Ratings & 36 Reviews
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,"₹48,490",4.2,Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Yr. Onsite,9,"₹66,090",26% off,"2,615 Ratings & 131 Reviews"
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ324WS Thin...,"₹34,990",3.7,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,9,"₹57,990",39% off,39 Ratings & 2 Reviews
ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,"₹30,990",4.3,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,9,"₹50,990",39% off,"3,197 Ratings & 290 Reviews"
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,"₹64,990",4.4,Qualcomm Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,9,"₹92,390",29% off,"1,534 Ratings & 126 Reviews"
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹38,990",4.3,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",9,"₹56,919",31% off,"2,013 Ratings & 135 Reviews"
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1505CKA-S7...,"₹21,799",4.2,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMChrome Operating System39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,9,"₹23,990",9% off,50 Ratings & 5 Reviews
Samsung Galaxy Book5 AI Metal Intel Core Ultra 5 225U - (16 GB/512 GB SSD/Windows 11 Home) NP750XHD Th...,"₹75,990",4.5,Intel Core Ultra 5 Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,9,"₹99,990",24% off,368 Ratings & 42 Reviews
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, AI PC, Backlit Keyboard, Qualcomm Snapdragon ...","₹53,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",9,"₹92,990",41% off,703 Ratings & 51 Reviews
Acer Aspire 15 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) Aspire AS15-42 Thin an...,"₹34,990",4.1,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,9,"₹59,990",41% off,"2,963 Ratings & 309 Reviews"
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,"₹46,999",4.2,"AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart1 Year Onsite Warranty",9,"₹54,552",13% off,"5,325 Ratings & 345 Reviews"
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,"₹51,490",4.2,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty.,9,"₹69,890",26% off,"2,615 Ratings & 131 Reviews"
DELL Inspiron 5440 Intel Core i3 (14th Gen) Intel Core 3 100U - (16 GB/512 GB SSD/Windows 11 Home) 544...,"₹36,390",,Intel Core i3 Processor16 GB DDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayWindows 11 Home Microsoft Office 20211 Year Onsite Warranty,9,"₹69,990",48% off,
HP AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0388AU Thin and Light Laptop,"₹36,990",4.1,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + 1 year M365 Basic1 Year Onsite Warranty,9,"₹48,419",23% off,17 Ratings & 4 Reviews
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,"₹34,900",4.1,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,9,"₹53,413",34% off,663 Ratings & 36 Reviews
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...","₹66,990",4.4,"Qualcomm Snapdragon X Processor16 GB LPDDR5X RAMWindows 11 Home Operating System512 GB SSD40.64 cm (16 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps1 Year Onsite Warranty",9,"₹98,990",32% off,703 Ratings & 51 Reviews
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹65,990",4.3,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,9,"₹81,201",18% off,458 Ratings & 33 Reviews
Lenovo V15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,"₹37,890",4.1,AMD Ryzen 5 Quad Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Brand Warranty,9,"₹62,990",39% off,"1,726 Ratings & 154 Reviews"
HP MSO 2024 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0574TU / 15 - fd066...,"₹39,990",4.1,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty,9,"₹50,903",21% off,"2,057 Ratings & 125 Reviews"
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0129TU / 15-fd0568TU T...,"₹35,990",4.1,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,9,"₹52,115",30% off,"2,057 Ratings & 125 Reviews"
HP Pavilion AMD Ryzen 5 Dual Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh1137AU Thin and Light...,"₹52,199",4.5,AMD Ryzen 5 Dual Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,9,"₹59,899",12% off,"1,859 Ratings & 177 Reviews"
"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i7 13th Gen 1362...","₹66,990",4.4,"Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty",9,"₹98,990",32% off,126 Ratings & 5 Reviews
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thi...,"₹41,990",4.4,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,9,"₹64,990",35% off,"4,820 Ratings & 540 Reviews"
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹63,990",4.4,AMD Ryzen 5 Quad Core Processor24 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home 20241 Year Carry-in Warranty,9,"₹90,490",29% off,891 Ratings & 66 Reviews
Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,"₹64,990",4.4,Qualcomm Snapdragon X Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home and Student 20241 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,10,"₹92,390",29% off,"1,534 Ratings & 126 Reviews"
DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹38,990",4.3,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",10,"₹56,919",31% off,"2,013 Ratings & 135 Reviews"
